product_name,category,gender,region,occasion
Silk Salwar Suit,Ethnic Wear,girl,all_india,university_convocation_speaker
Khadi Jacket,Fusion Wear,boy,all_india,ngo_meeting
Business Jumpsuit,Formal Wear,girl,all,startup_pitch_event
Formal Tunic Top,Fusion Wear,girl,all_india,corporate_charity_event
Tailored Coat,Formal Wear,boy,all,winter_business_conference
Linen Kurta Set,Ethnic Wear,boy,all_india,art_gallery_opening
Formal Gown,Formal Wear,girl,all,industry_gala
Smart Casual Polo,Workwear,boy,all,retail_manager_meeting
Churidar with Jacket,Ethnic Wear,girl,all_india,cultural_diplomacy_event
Teacher Blazer,Workwear,girl,all,school_teaching_session
Professor Tweed Jacket,Formal Wear,boy,all,university_keynote_speech
Architect Utility Vest,Workwear,boy,all,construction_site_visit
Designer Silk Blouse,Formal Wear,girl,all,fashion_design_presentation
Software Engineer Hoodie,Casual Wear,boy,silicon_valley,coding_hackathon
Tech Conference T-shirt,Casual Wear,girl,silicon_valley,tech_expo
Pharmacist Lab Coat,Workwear,boy,all,pharmacy_duty
Dentist Scrubs,Workwear,girl,all,dental_clinic_shift
Corporate Trainer Skirt Suit,Formal Wear,girl,all,employee_workshop
Bank Teller Uniform,Workwear,boy,all,bank_customer_service
Graphic Designer Denim Shirt,Casual Wear,girl,all,creative_studio_work
IT Consultant Blazer,Formal Wear,boy,all,client_it_meeting
Librarian Cardigan,Workwear,girl,all,library_management
Event Planner Jumpsuit,Formal Wear,girl,all,wedding_planning_meeting
Journalist Press Vest,Workwear,boy,all,news_field_reporting
Marketing Blouse and Trousers,Formal Wear,girl,all,ad_campaign_launch
Hotel Concierge Uniform,Workwear,boy,all,hotel_guest_services
Receptionist Pencil Dress,Formal Wear,girl,all,corporate_reception
Real Estate Agent Suit,Formal Wear,boy,all,property_showing
HR Manager Blazer,Formal Wear,girl,all,recruitment_interview
Financial Analyst Shirt,Formal Wear,boy,all,stock_market_briefing
Data Scientist Casual Shirt,Casual Wear,girl,silicon_valley,data_analytics_meeting
Startup Founder Jacket,Fusion Wear,boy,all,pitch_to_investors
PR Specialist Dress,Formal Wear,girl,all,public_relations_event
Teacher Kurta Set,Ethnic Wear,boy,all_india,school_cultural_day
Professor Saree,Ethnic Wear,girl,all_india,university_cultural_fest
Engineer Safety Vest,Workwear,boy,all,engineering_project_inspection
Interior Designer Blouse,Casual Wear,girl,all,client_design_consultation
Surgeon Scrubs,Workwear,boy,all,surgical_operation
Veterinarian Lab Coat,Workwear,girl,all,vet_clinic_duty
Lawyer Pinstripe Suit,Formal Wear,boy,all,corporate_law_meeting
Accountant Formal Shirt,Formal Wear,girl,all,tax_audit_session
Sales Executive Blazer,Workwear,boy,all,sales_team_meeting
Customer Support Polo,Workwear,girl,all,call_center_shift
Pharmacologist Lab Coat,Workwear,boy,all,drug_research_lab
Startup CEO Casual Jacket,Casual Wear,girl,silicon_valley,team_strategy_session
Teacher Churidar Suit,Ethnic Wear,girl,all_india,school_annual_function
Professor Nehru Jacket,Ethnic Wear,boy,all_india,academic_conference
Construction Manager Jacket,Workwear,boy,all,building_site_supervision
Fashion Stylist Crop Top,Fusion Wear,girl,all,photo_shoot_coordination
Software Developer T-shirt,Casual Wear,boy,silicon_valley,agile_team_meeting
UX Designer Casual Dress,Casual Wear,girl,all,design_sprint
Corporate Lawyer Robe,Formal Wear,boy,all,high_court_hearing
HR Consultant Dress,Formal Wear,girl,all,employee_engagement_session
Bank Manager Suit,Formal Wear,boy,all,branch_management_meeting
Marketing Manager Jumpsuit,Formal Wear,girl,all,brand_strategy_session
Chef Coat,Workwear,boy,all,culinary_competition
Pastry Chef Apron,Workwear,girl,all,bakery_workshop
Retail Manager Shirt,Workwear,boy,all,store_inventory_check
Event Coordinator Blazer,Formal Wear,girl,all,corporate_event_planning
Journalist Casual Jacket,Casual Wear,boy,all,press_conference_coverage
Public Speaker Suit,Formal Wear,girl,all,motivational_talk
Teacher Salwar Suit,Ethnic Wear,girl,all_india,school_parent_meeting
Professor Kurta Set,Ethnic Wear,boy,all_india,university_research_seminar
Architect Smart Casual,Workwear,boy,all,client_design_presentation
Interior Decorator Dress,Casual Wear,girl,all,home_staging_project
Surgeon Green Scrubs,Workwear,boy,all,operating_theatre
Nurse Blue Scrubs,Workwear,girl,all,hospital_ward_duty
Lawyer Black Suit,Formal Wear,boy,all,legal_negotiation
Accountant Business Dress,Formal Wear,girl,all,financial_planning_meeting
Sales Manager Blazer,Workwear,boy,all,sales_strategy_session
Customer Service Shirt,Workwear,girl,all,retail_customer_interaction
Pharmacist White Coat,Workwear,boy,all,pharmacy_consultation
Tech Lead Hoodie,Casual Wear,girl,silicon_valley,product_development_meeting
Teacher Anarkali Suit,Ethnic Wear,girl,all_india,school_farewell_event
Professor Bandhgala,Ethnic Wear,boy,all_india,university_award_ceremony
Engineer Hard Hat Vest,Workwear,boy,all,construction_site_inspection
Fashion Designer Tunic,Fusion Wear,girl,all,fashion_week_preparation
Software Engineer Polo,Casual Wear,boy,silicon_valley,tech_team_retreat
UX Researcher Blouse,Casual Wear,girl,all,user_testing_session
Corporate Trainer Suit,Formal Wear,boy,all,leadership_training
HR Specialist Skirt,Formal Wear,girl,all,employee_onboarding
Bank Teller Shirt,Workwear,boy,all,banking_operations
Marketing Executive Dress,Formal Wear,girl,all,advertising_pitch
Hotel Manager Uniform,Workwear,boy,all,hotel_management_duty
Receptionist Blazer,Formal Wear,girl,all,corporate_front_desk
Real Estate Broker Suit,Formal Wear,boy,all,client_property_tour
Startup Founder T-shirt,Casual Wear,girl,silicon_valley,investor_meeting
PR Manager Jumpsuit,Formal Wear,girl,all,media_event_coordination
Teacher Dhoti Kurta,Ethnic Wear,boy,all_india,school_independence_day
Professor Churidar Suit,Ethnic Wear,girl,all_india,university_cultural_day
Architect Cargo Pants,Workwear,boy,all,site_design_review
Interior Designer Skirt,Casual Wear,girl,all,client_home_consultation
Surgeon Blue Scrubs,Workwear,boy,all,emergency_surgery
Veterinarian Scrubs,Workwear,girl,all,animal_clinic_shift
Lawyer Formal Dress,Formal Wear,girl,all,client_legal_meeting
Accountant Blazer,Formal Wear,boy,all,corporate_audit
Sales Representative Shirt,Workwear,boy,all,client_sales_meeting
Customer Support Dress,Workwear,girl,all,call_center_operations
Pharmacologist Scrubs,Workwear,boy,all,clinical_trial_oversight
Tech Consultant Jacket,Casual Wear,girl,silicon_valley,tech_consulting_meeting
Teacher Saree,Ethnic Wear,girl,all_india,school_teacher_training
Professor Sherwani,Ethnic Wear,boy,all_india,university_graduation
Engineer Utility Jacket,Workwear,boy,all,field_engineering_project
Fashion Editor Dress,Fusion Wear,girl,all,fashion_magazine_shoot
Software Developer Hoodie,Casual Wear,boy,silicon_valley,code_review_session
UI Designer Casual Top,Casual Wear,girl,all,design_team_meeting
Corporate Lawyer Suit,Formal Wear,boy,all,legal_advisory_meeting
HR Director Blouse,Formal Wear,girl,all,corporate_policy_review
Bank Manager Blazer,Formal Wear,boy,all,financial_branch_meeting
Marketing Director Suit,Formal Wear,girl,all,brand_campaign_launch
Chef White Coat,Workwear,boy,all,restaurant_service
Pastry Chef Uniform,Workwear,girl,all,baking_competition
Retail Supervisor Polo,Workwear,boy,all,store_management_shift
Event Manager Dress,Formal Wear,girl,all,corporate_gala_planning
Journalist Field Jacket,Workwear,boy,all,investigative_reporting
Public Speaker Blazer,Formal Wear,girl,all,ted_talk_event
Teacher Kurti Set,Ethnic Wear,girl,all_india,school_sports_day
Professor Jacket,Fusion Wear,boy,all_india,university_workshop
Architect Blazer,Workwear,boy,all,design_proposal_presentation
Interior Stylist Jumpsuit,Casual Wear,girl,all,client_interior_consultation
Surgeon Scrubs Set,Workwear,boy,all,hospital_surgery_shift
Nurse Scrubs Set,Workwear,girl,all,icu_duty
Lawyer Navy Suit,Formal Wear,boy,all,corporate_law_consultation
Accountant Dress Shirt,Formal Wear,girl,all,financial_review_meeting
Sales Manager Shirt,Workwear,boy,all,sales_team_training
Customer Service Polo,Workwear,girl,all,retail_store_shift
Pharmacist Lab Coat,Workwear,boy,all,pharmacy_operations
Tech Lead Casual Shirt,Casual Wear,girl,silicon_valley,tech_product_review
Teacher Salwar Kameez,Ethnic Wear,girl,all_india,school_annual_day
Professor Kurta Pajama,Ethnic Wear,boy,all_india,university_seminar
Engineer Safety Jacket,Workwear,boy,all,construction_project_review
Fashion Designer Dress,Fusion Wear,girl,all,fashion_show_runway
Software Engineer T-shirt,Casual Wear,boy,silicon_valley,tech_team_meeting
UX Designer Blouse,Casual Wear,girl,all,design_workshop
Corporate Trainer Blazer,Formal Wear,boy,all,employee_training_session
HR Consultant Jumpsuit,Formal Wear,girl,all,recruitment_strategy_meeting
Bank Teller Uniform,Workwear,boy,all,bank_teller_duty
Marketing Specialist Dress,Formal Wear,girl,all,marketing_campaign_review
Hotel Concierge Blazer,Workwear,boy,all,hotel_guest_management
Receptionist Dress,Formal Wear,girl,all,corporate_office_reception
Real Estate Agent Jacket,Formal Wear,boy,all,property_client_meeting
Startup CEO Dress,Casual Wear,girl,silicon_valley,venture_capital_pitch
PR Specialist Blazer,Formal Wear,girl,all,media_press_event
Teacher Churidar Set,Ethnic Wear,girl,all_india,school_cultural_event
Professor Bandhani Kurta,Ethnic Wear,boy,all_india,university_lecture_series
Architect Work Shirt,Workwear,boy,all,construction_design_meeting
Interior Designer Top,Casual Wear,girl,all,home_design_consultation
Surgeon Green Scrubs,Workwear,boy,all,surgical_procedure
Veterinarian Uniform,Workwear,girl,all,vet_clinic_examination
Lawyer Black Dress,Formal Wear,girl,all,legal_case_presentation
Accountant Formal Blazer,Formal Wear,boy,all,corporate_tax_meeting
Sales Executive Shirt,Workwear,boy,all,sales_client_presentation
Customer Support Uniform,Workwear,girl,all,call_center_management
Pharmacologist White Coat,Workwear,boy,all,drug_development_meeting
Tech Consultant Hoodie,Casual Wear,girl,silicon_valley,tech_project_review
Teacher Anarkali Kurti,Ethnic Wear,girl,all_india,school_graduation_day
Professor Sherwani Set,Ethnic Wear,boy,all_india,university_cultural_event
Engineer Cargo Vest,Workwear,boy,all,field_inspection
Fashion Stylist Jumpsuit,Fusion Wear,girl,all,fashion_photoshoot
Software Developer Jacket,Casual Wear,boy,silicon_valley,tech_team_huddle
UI Designer Dress,Casual Wear,girl,all,design_review_session
Corporate Lawyer Blazer,Formal Wear,boy,all,legal_contract_review
HR Director Dress,Formal Wear,girl,all,employee_relations_meeting
Bank Manager Suit,Formal Wear,boy,all,bank_branch_review
Marketing Director Blouse,Formal Wear,girl,all,brand_marketing_meeting
Chef Uniform Set,Workwear,boy,all,culinary_event
Pastry Chef Coat,Workwear,girl,all,bakery_production
Retail Manager Blazer,Workwear,boy,all,store_operations_meeting
Event Coordinator Dress,Formal Wear,girl,all,wedding_event_management
Journalist Press Jacket,Workwear,boy,all,news_event_coverage
Public Speaker Jumpsuit,Formal Wear,girl,all,conference_keynote
Teacher Kurta Set,Ethnic Wear,girl,all_india,school_festive_day
Professor Nehru Suit,Ethnic Wear,boy,all_india,university_symposium
Architect Utility Shirt,Workwear,boy,all,design_site_visit
Interior Stylist Blouse,Casual Wear,girl,all,client_design_meeting
Surgeon Blue Scrubs,Workwear,boy,all,hospital_operation
Nurse White Scrubs,Workwear,girl,all,emergency_ward_duty
Lawyer Formal Suit,Formal Wear,boy,all,legal_hearing
Accountant Business Shirt,Formal Wear,girl,all,financial_audit_meeting
Sales Manager Polo,Workwear,boy,all,sales_team_review
Customer Service Dress,Workwear,girl,all,retail_customer_service
Pharmacist Scrubs,Workwear,boy,all,pharmacy_shift
Tech Lead T-shirt,Casual Wear,girl,silicon_valley,tech_product_meeting
Teacher Saree Set,Ethnic Wear,girl,all_india,school_teacher_meeting
Professor Kurta Set,Ethnic Wear,boy,all_india,university_research_meeting
Engineer Work Jacket,Workwear,boy,all,construction_site_management
Fashion Editor Jumpsuit,Fusion Wear,girl,all,fashion_week_event
Software Engineer Hoodie,Casual Wear,boy,silicon_valley,tech_sprint
UX Researcher Top,Casual Wear,girl,all,user_research_session
Corporate Trainer Suit,Formal Wear,boy,all,corporate_workshop
HR Specialist Blazer,Formal Wear,girl,all,employee_training_meeting
Bank Teller Blazer,Workwear,boy,all,bank_customer_interaction
Marketing Executive Jumpsuit,Formal Wear,girl,all,marketing_team_meeting
Hotel Manager Suit,Workwear,boy,all,hotel_operations
Receptionist Skirt,Formal Wear,girl,all,corporate_reception_duty
Real Estate Broker Blazer,Formal Wear,boy,all,property_showcase
Startup Founder Dress,Casual Wear,girl,silicon_valley,tech_founder_meeting
PR Manager Dress,Formal Wear,girl,all,public_relations_meeting
Teacher Churidar Kurti,Ethnic Wear,girl,all_india,school_assembly
Professor Bandhgala Suit,Ethnic Wear,boy,all_india,university_keynote
Architect Work Vest,Workwear,boy,all,construction_project_meeting
Interior Designer Dress,Casual Wear,girl,all,home_design_presentation
Surgeon Scrubs,Workwear,boy,all,surgical_shift
Veterinarian Scrubs,Workwear,girl,all,animal_treatment_shift
Lawyer Navy Dress,Formal Wear,girl,all,legal_consultation_meeting
Accountant Formal Shirt,Formal Wear,boy,all,financial_consultation
Sales Representative Blazer,Workwear,boy,all,sales_pitch_meeting
Customer Support Polo,Workwear,girl,all,call_center_duty
Pharmacologist Lab Coat,Workwear,boy,all,clinical_research_shift
Tech Consultant T-shirt,Casual Wear,girl,silicon_valley,tech_strategy_meeting
Teacher Salwar Set,Ethnic Wear,girl,all_india,school_cultural_program
Professor Sherwani,Ethnic Wear,boy,all_india,university_festive_event
Engineer Utility Vest,Workwear,boy,all,field_engineering_inspection
Fashion Designer Blouse,Fusion Wear,girl,all,fashion_design_meeting
Software Developer Polo,Casual Wear,boy,silicon_valley,tech_team_session
UI Designer Jumpsuit,Casual Wear,girl,all,design_team_review
Corporate Lawyer Dress,Formal Wear,girl,all,legal_case_review
HR Director Blazer,Formal Wear,boy,all,employee_management_meeting
Bank Manager Shirt,Formal Wear,boy,all,bank_operations_meeting
Marketing Director Dress,Formal Wear,girl,all,brand_strategy_meeting
Chef Coat Set,Workwear,boy,all,culinary_service
Pastry Chef Apron Set,Workwear,girl,all,bakery_shift_duty
Retail Supervisor Shirt,Workwear,boy,all,store_management_duty
Event Manager Jumpsuit,Formal Wear,girl,all,corporate_event_management
Journalist Field Vest,Workwear,boy,all,news_coverage_event
Public Speaker Blazer,Formal Wear,girl,all,conference_speech
Teacher Kurti Set,Ethnic Wear,girl,all_india,school_parent_teacher_meeting
Professor Kurta Pajama,Ethnic Wear,boy,all_india,university_research_conference
Architect Blazer,Workwear,boy,all,design_project_presentation
Interior Stylist Top,Casual Wear,girl,all,client_design_session
Surgeon Green Scrubs,Workwear,boy,all,hospital_surgery_duty
Nurse Blue Scrubs,Workwear,girl,all,hospital_ward_shift
Lawyer Black Suit,Formal Wear,boy,all,legal_case_hearing
Accountant Business Dress,Formal Wear,girl,all,financial_meeting
Sales Manager Shirt,Workwear,boy,all,sales_team_meeting
Customer Service Polo,Workwear,girl,all,retail_store_duty
Pharmacist White Coat,Workwear,boy,all,pharmacy_duty_shift
Tech Lead Hoodie,Casual Wear,girl,silicon_valley,tech_team_meeting
Teacher Saree,Ethnic Wear,girl,all_india,school_annual_function
Professor Nehru Jacket,Ethnic Wear,boy,all_india,university_cultural_fest
Engineer Safety Vest,Workwear,boy,all,construction_site_visit
Fashion Stylist Dress,Fusion Wear,girl,all,fashion_photoshoot_coordination
Software Engineer T-shirt,Casual Wear,boy,silicon_valley,tech_team_huddle
UX Designer Blouse,Casual Wear,girl,all,design_sprint_session
Corporate Trainer Blazer,Formal Wear,boy,all,employee_training_workshop
HR Consultant Dress,Formal Wear,girl,all,recruitment_meeting
Bank Teller Shirt,Workwear,boy,all,bank_customer_service_duty
Marketing Specialist Jumpsuit,Formal Wear,girl,all,marketing_campaign_launch
Hotel Concierge Uniform,Workwear,boy,all,hotel_guest_services_duty
Receptionist Blazer,Formal Wear,girl,all,corporate_front_desk_duty
Real Estate Agent Suit,Formal Wear,boy,all,property_client_tour
Startup CEO Jacket,Casual Wear,girl,silicon_valley,venture_capital_meeting
PR Specialist Dress,Formal Wear,girl,all,media_event_management
Teacher Churidar Suit,Ethnic Wear,girl,all_india,school_cultural_day
Professor Bandhgala,Ethnic Wear,boy,all_india,university_lecture
Architect Work Shirt,Workwear,boy,all,construction_design_review
Interior Designer Skirt,Casual Wear,girl,all,home_staging_consultation
Surgeon Blue Scrubs,Workwear,boy,all,emergency_surgery_shift
Veterinarian Scrubs,Workwear,girl,all,animal_clinic_duty
Lawyer Formal Dress,Formal Wear,girl,all,legal_negotiation_meeting
Accountant Blazer,Formal Wear,boy,all,corporate_audit_session
Sales Executive Shirt,Workwear,boy,all,sales_client_meeting
Customer Support Dress,Workwear,girl,all,call_center_operations_duty
Pharmacologist White Coat,Workwear,boy,all,drug_research_shift
Tech Consultant Hoodie,Casual Wear,girl,silicon_valley,tech_consulting_session
Teacher Anarkali Suit,Ethnic Wear,girl,all_india,school_farewell_function
Professor Sherwani Set,Ethnic Wear,boy,all_india,university_graduation_ceremony
Engineer Cargo Jacket,Workwear,boy,all,field_engineering_project
Fashion Editor Jumpsuit,Fusion Wear,girl,all,fashion_magazine_event
Software Developer Polo,Casual Wear,boy,silicon_valley,tech_team_retreat
UI Designer Dress,Casual Wear,girl,all,design_workshop_session
Corporate Lawyer Suit,Formal Wear,boy,all,legal_advisory_session
HR Director Blouse,Formal Wear,girl,all,employee_relations_session
Bank Manager Blazer,Formal Wear,boy,all,financial_branch_session
Marketing Director Dress,Formal Wear,girl,all,brand_campaign_session
Chef Uniform,Workwear,boy,all,culinary_competition_event
Pastry Chef Coat,Workwear,girl,all,baking_workshop_duty
Retail Manager Polo,Workwear,boy,all,store_inventory_management
Event Coordinator Blazer,Formal Wear,girl,all,corporate_gala_management
Journalist Press Jacket,Workwear,boy,all,investigative_news_coverage
Public Speaker Suit,Formal Wear,girl,all,motivational_speech_event
Teacher Salwar Kameez,Ethnic Wear,girl,all_india,school_teacher_training_day
Professor Kurta Set,Ethnic Wear,boy,all_india,university_research_seminar_day
Architect Utility Vest,Workwear,boy,all,construction_site_inspection_day
Interior Stylist Blouse,Casual Wear,girl,all,client_design_presentation_day
Surgeon Scrubs Set,Workwear,boy,all,hospital_surgery_shift_day
Nurse Scrubs Set,Workwear,girl,all,icu_duty_shift
Lawyer Navy Suit,Formal Wear,boy,all,corporate_law_meeting_day
Accountant Business Shirt,Formal Wear,girl,all,financial_audit_session_day
Sales Manager Blazer,Workwear,boy,all,sales_team_training_day
Customer Service Polo,Workwear,girl,all,retail_customer_service_day
Pharmacist Lab Coat,Workwear,boy,all,pharmacy_operations_day
Tech Lead Casual Shirt,Casual Wear,girl,silicon_valley,tech_product_review_day
Teacher Saree Set,Ethnic Wear,girl,all_india,school_annual_day_event
Professor Nehru Suit,Ethnic Wear,boy,all_india,university_cultural_fest_day
Engineer Safety Jacket,Workwear,boy,all,construction_project_review_day
Fashion Designer Dress,Fusion Wear,girl,all,fashion_show_runway_day
Software Engineer Hoodie,Casual Wear,boy,silicon_valley,tech_sprint_day
UX Researcher Top,Casual Wear,girl,all,user_research_session_day
Corporate Trainer Suit,Formal Wear,boy,all,corporate_workshop_day
HR Specialist Blazer,Formal Wear,girl,all,employee_training_meeting_day
Bank Teller Shirt,Workwear,boy,all,bank_customer_interaction_day
Marketing Executive Dress,Formal Wear,girl,all,marketing_team_meeting_day
Hotel Manager Uniform,Workwear,boy,all,hotel_operations_day
Receptionist Skirt,Formal Wear,girl,all,corporate_reception_duty_day
Real Estate Broker Blazer,Formal Wear,boy,all,property_showcase_day
Startup Founder Dress,Casual Wear,girl,silicon_valley,venture_capital_pitch_day
PR Manager Dress,Formal Wear,girl,all,public_relations_meeting_day
Teacher Churidar Kurti,Ethnic Wear,girl,all_india,school_assembly_day
Professor Bandhani Kurta,Ethnic Wear,boy,all_india,university_keynote_day
Architect Work Shirt,Workwear,boy,all,construction_design_review_day
Interior Designer Dress,Casual Wear,girl,all,home_design_consultation_day
Surgeon Green Scrubs,Workwear,boy,all,surgical_procedure_day
Veterinarian Scrubs,Workwear,girl,all,animal_treatment_shift_day
Lawyer Black Dress,Formal Wear,girl,all,legal_case_presentation_day
Accountant Formal Blazer,Formal Wear,boy,all,corporate_tax_meeting_day
Sales Executive Shirt,Workwear,boy,all,sales_client_presentation_day
Customer Support Polo,Workwear,girl,all,call_center_duty_day
Pharmacologist White Coat,Workwear,boy,all,clinical_research_shift_day
Tech Consultant T-shirt,Casual Wear,girl,silicon_valley,tech_strategy_meeting_day
Teacher Anarkali Kurti,Ethnic Wear,girl,all_india,school_graduation_day_event
Professor Sherwani,Ethnic Wear,boy,all_india,university_festive_event_day
Engineer Cargo Vest,Workwear,boy,all,field_engineering_inspection_day
Fashion St_Designer Jumpsuit,Fusion Wear,girl,all,fashion_photoshoot_day
Software Developer Polo,Casual Wear,boy,silicon_valley,tech_team_session_day
UI Designer Dress,Casual Wear,girl,all,design_team_review_day
Corporate Lawyer Blazer,Formal Wear,boy,all,legal_contract_review_day
HR Director Dress,Formal Wear,girl,all,employee_management_meeting_day
Bank Manager Suit,Formal Wear,boy,all,bank_branch_review_day
Marketing Director Blouse,Formal Wear,girl,all,brand_strategy_meeting_day
Chef Coat Set,Workwear,boy,all,culinary_event_day
Pastry Chef Apron,Workwear,girl,all,bakery_shift_duty_day
Retail Supervisor Shirt,Workwear,boy,all,store_management_shift_day
Event Manager Dress,Formal Wear,girl,all,corporate_event_management_day
Journalist Field Jacket,Workwear,boy,all,news_event_coverage_day
Public Speaker Blazer,Formal Wear,girl,all,conference_speech_day
Teacher Kurta Set,Ethnic Wear,girl,all_india,school_parent_teacher_meeting_day
Professor Kurta Pajama,Ethnic Wear,boy,all_india,university_research_conference_day
Architect Blazer,Workwear,boy,all,design_project_presentation_day
Interior Stylist Top,Casual Wear,girl,all,client_design_session_day
Surgeon Scrubs,Workwear,boy,all,hospital_surgery_shift_day
Nurse Scrubs,Workwear,girl,all,emergency_ward_shift_day
Lawyer Formal Suit,Formal Wear,boy,all,legal_hearing_day
Accountant Business Shirt,Formal Wear,girl,all,financial_audit_meeting_day
Sales Manager Polo,Workwear,boy,all,sales_team_review_day
Customer Service Dress,Workwear,girl,all,retail_store_duty_day
Pharmacist White Coat,Workwear,boy,all,pharmacy_duty_shift_day
Tech Lead Hoodie,Casual Wear,girl,silicon_valley,tech_product_meeting_day
Teacher Saree,Ethnic Wear,girl,all_india,school_teacher_training_day_event
Professor Nehru Jacket,Ethnic Wear,boy,all_india,university_cultural_fest_day_event
Engineer Safety Vest,Workwear,boy,all,construction_site_visit_day
Fashion Editor Dress,Fusion Wear,girl,all,fashion_week_event_day
Software Engineer T-shirt,Casual Wear,boy,silicon_valley,tech_team_huddle_day
UX Designer Blouse,Casual Wear,girl,all,design_sprint_session_day
Corporate Trainer Blazer,Formal Wear,boy,all,employee_training_workshop_day
HR Consultant Dress,Formal Wear,girl,all,recruitment_meeting_day
Bank Teller Blazer,Workwear,boy,all,bank_customer_service_duty_day
Marketing Specialist Jumpsuit,Formal Wear,girl,all,marketing_campaign_launch_day
Hotel Concierge Uniform,Workwear,boy,all,hotel_guest_services_duty_day
Receptionist Skirt,Formal Wear,girl,all,corporate_reception_duty_day
